Character,Name,Latest,English,Japanese
char_013_riop,Guard Operator,（......不，等等，这个声音有些耳熟？好像是那个诊所的——）,"(...No, wait, this voice sounds familiar? I think its from that clinic——)",（……いや、これは、聞き覚えのある声か？近くのクリニックの――）
-----,-----,-----,-----,-----
char_188_helage_1,Hellagur,所以，你们真的瘫痪了整座切尔诺伯格。我不知道该不该祝贺你。,"So, you really did paralyzed Chernobog entirely. I don't know if I should congratulate you on a job well done.",まさか、チェルノベルグ全体を沈黙させるとは。上等だと褒め称えるか迷わされる
avg_npc_025_1#2,？？？,——,——,
char_188_helage_1,Hellagur,我们居然都染上了矿石病。,It's a surprise we both have Oripathy.,お互い感染者になってしまったか
avg_npc_025_1#2,？？？,真的是您。,It's really you.,本当にあなたでした
avg_npc_025_1#2,？？？,我以为，只是传言。,I thought it was just a rumor.,噂話にすぎない、そう思っていました
char_188_helage_1,Hellagur,许多年没见了，博卓卡斯替。,"Long time no see, Болеслав (Boleslav).",久しぶりだな、パティリア・ティチェスキー
char_188_helage_1,Hellagur,我是不是该称呼现在的你，“爱国者”？,"Or rather I should call your current codename, ""Patriot""?",今は、”愛国者”と呼ぶべきか
avg_npc_025_1,Patriot,......将军。,... General.,
avg_npc_025_1,Patriot,您居然，记得我。,You actually remember me.,今だ、憶えてくれ、ていましたか
char_188_helage_1,Hellagur,如果不是你带着盾卫顶着暴风雪冲进堡垒，我，巴克莱，还有谢苗，全部要死在卡西米尔的银枪皮加索斯手里。,"I, Barclay, and Semyon would had all died at the hands of Kazimierz's Sliver Spear Pegasus if you had not charged into the fort with your shield weathering the storm.",雪嵐のなか要塞めがけた君のかばいがなければ、私、バークレイズ、シャミオ、みんなカジミエシュの銀槍・ペガサスの手に落ちていたさ
avg_npc_025_1,Patriot,是我的战士们，勇敢。他们，不在乎牺牲。,"My brave, soldiers did all the work. They, aren't afraid of sacrifice.",ツワモノたち、勇猛です。みんな、犠牲を厭いません
char_188_helage_1,Hellagur,怎么？你说话的方式，和几十年前大不相同了。,Your voice? The way you talk now is very different from what it was decades ago.,声はどうした？喋り方が、数十年前の頃とはまったく違う
char_188_helage_1,Hellagur,我见过你在士兵面前慷慨陈词，能让秃头屠夫巴克莱都为你拍手叫好，可不是件简单事。,"I've seen your fervant speech in front of the soldiers, it's not easy to get Barclay the bald butcher to applaud you.",兵たちにした弁舌を知っているぞ、かの禿のバークレイズすら絶賛する、とても真似はできないほどだったのに
avg_npc_025_1,Patriot,感染，改变了声带。现在，我很难，连续说话。很可笑。,"Oripathy, changed my vocal chords. Now, I have a hard time, talking. Funny, isn't it?",感染、声帯を悪くしました。もう、うまく、しゃべれません。おかしいですよね
char_188_helage_1,Hellagur,——,——,
char_188_helage_1,Hellagur,还有你现在的身份。,And who you are now.,役割も変わったと
avg_npc_025_1,Patriot,是吗。,Is that so?,そうでしょう
char_188_helage_1,Hellagur,北原的游击队......领队居然是你。我原以为十几个温迪戈里，最不可能的就是你。,"Nothern guerrilla... team leader is actually you. Out of the dozen Wendigoes, I never thought it could had been you.",北平原で遭った遊撃部隊……そのリーダーは君だったとは。十あまりあるウェンディゴでは、君だけそうはならなかったと思っていたよ
char_188_helage_1,Hellagur,蓝胡子阿廖沙，那个骑兵师的，他曾经和我打赌说你会作为一个天生的乌萨斯军人做到元帅。,"Blue beard Alyosha, of that calvary division, once made a bet with me that you are a natural born Ursus soldier who will rise up to Marshal.",騎兵隊の青髭、アリョーシャが豪語したよ、君こそが天性のウルサス軍人として元帥に上がるまで戦い続けると賭けてもいいと
avg_npc_025_1,Patriot,我只是个大尉，将军。时代不同了。,"I'm just a captain, general. Times have changed.",以前は大尉でしかありません、将軍。時代、変わりました。
char_188_helage_1,Hellagur,......笑话。你的忠诚，军功，还有在作战会议上的规划......你是乌萨斯最出色的战地指挥官之一。,"...That's not funny. Your loyalty, your military service, and your battle planning in the meetings... You're one of the best field commanders in Ursus.",……戯言を。君の忠誠心、戦果、そして軍事会議での企画能力……君はウルサス最優の戦線指揮官に数えられる
avg_npc_025_1,Patriot,您过誉了。而且，我是个萨卡兹，终归。,"You give me too much praise. Besides, I'm a Sarkaz, after all.",褒めすぎです。自分、ただのサルカズです、結局は
char_188_helage_1,Hellagur,如果你都当不上校官，几乎所有的乌萨斯高级将领都该被送进皇家法庭。,"If even you couldn't be Field-grade Officer, then almost all of Ursus top ranking military officers should be sent to the Royal court.",君が上級士官になれないものなら、ほとんどのウルサス高位将軍が裁判送りされていいものよ
char_188_helage_1,Hellagur,虽然，他们几乎都已经死了。,"Although, almost all of them are dead.",もっとも、彼らはあらかた亡くなってしまった
avg_npc_025_1,Patriot,那我，比他们活得长。您的同僚，几乎都死了。,"Then I, have outlived them. Most of your comrades, are also gone.",自分、わりに長生きできした。将軍の味方、ほとんど亡くなりました
avg_npc_025_1,Patriot,而且，陛下他说过，军人服务国家，不是服务军衔。,"And, his Majesty once said, a soldier serves his country, not his rank.",思えば、陛下の言葉、軍人は国家に身を尽くすものであり、肩書には尽くさない
char_188_helage_1,Hellagur,他却也说过，凝聚乌萨斯人的不是血液，是信仰。现在呢？只能愿陛下他安息。,"But he also said that what binds the Ursus people together is faith, not by blood. The present? May his Majesty rest in peace.",陛下はこうも言う、ウルサスが集いしは血筋にあらず、信仰心にあり。今となっては、陛下に安らぎあれと願うばかり
char_188_helage_1,Hellagur,可见当今皇帝，依旧把你们当做怪物，而不是乌萨斯的战士。他们一直在压制你和你的族群。,"So the Emperor of today still treats your people as monsters, not brave Ursus soldiers. They have been suppressing you and your people.",そして新しい皇帝は、変わらずおまえたちをウルサス戦士ではなく、化け物として扱う。君たち一族に苦を強いている
avg_npc_025_1,Patriot,那位，宽容的陛下，已经过世，这些，我能理解。,"That, tolerant kind Emperor, is gone, I, understand it now.",あの、寛大なる陛下、もういません、ご時世、わかっています
avg_npc_025_1,Patriot,乌萨斯，无数战争野兽，够淹没大地，我不算什么。,"Ursus, countless beasts of war, will covered this land whole, and I'm not that important.",ウルサスは、大地を埋め尽くすだけ、戦争狂いいます、自分は取るに足りません
char_188_helage_1,Hellagur,所以军队不是你出走的原因。,I see the army is not why you left.,脱退は軍隊のせいではなかったんだと
avg_npc_025_1,Patriot,是的，我不关心。我只想和战士们，并肩。,"Yeah, it doesn't concern me anymore. I just wish to fight alongside with brave, soldiers.",そうです、そこ気にしていません。兵たちと肩を並べることこそ、望みなのです
avg_npc_025_1,Patriot,......,...,
avg_npc_025_1,Patriot,将军，坐。酒，剩了一些，我从北方带的。,"General, sit. Liquor, still have some left, I bought it from the North.",将軍、こちらにどうぞ。北の地の、お酒、残りあります
char_188_helage_1,Hellagur,......我没剩下多少时间。下次再喝酒叙旧吧。,... I can't stay for long. Let's have a drink next time.,……猶予があまりないんだ。酒はまた今度にしよう
avg_npc_025_1,Patriot,是吗......没事。,I see... That's alright.,そう……ですか
avg_npc_025_1,Patriot,没关系。,It's fine.,わかりました
-----,-----,-----,-----,-----
avg_npc_025_1,Patriot,去第四街，找幸存者。严禁恐吓他们。尽力减少伤亡。注意收集物资，我们的储量，依然窘迫。,"Go to Fourth street, look for survivors. Intimidation is strictly forbidden. Minimize casualties. Collect the supplies carefully, our reserves, are still in distress.",4番通り、生存者を探せ。威嚇は禁止。殺傷も減らせ。物資を集めていけ、我々は、備蓄、わずかのみ。
char_1002_nsabr_1,Reunion Movement Member,明白！,Understood!,
avg_npc_025_1,Patriot,我以为您死了。,I thought you were dead.,将軍が死んだと思っていました
char_188_helage_1,Hellagur,隐姓埋名也是种死亡。现在的我与过去没有勾连。,Anonymity is also a kind of death. I am no longer connected to my past anymore.,雲隠れすれば死んだも同然だ。昔の自分には絆されない
avg_npc_025_1,Patriot,这里，隐居地？不很理想。,Here? Your place of retirement? It's not an ideal place.,ここを、隠居地？よくはなさそうですが
char_188_helage_1,Hellagur,切尔诺伯格已经不再适合居住，无论它有没有遭受过天灾的袭击。,"Chernobog is no longer habitable, regardless if it has been hit by natural disaster or not.",天災に見舞われていようがいまいが、チェルノベルグはもういい住みにはならない
avg_npc_025_1,Patriot,听说您要离开。,I heard you were leaving.,これから出ていくと聞きました
char_188_helage_1,Hellagur,诊所遭受了一次毁灭性的洗劫，虽然我们提前进行了转移，但还是有所损失的。,"My clinic suffered a devastating looting, and although we moved earlier, there was still some damages.",クリニックがぴたり直被害を受けてしまったから、移転を早めたものの、損失は免れなかった
char_188_helage_1,Hellagur,我是听到了你的传闻，才决定留下看看。,I heard a rumor about you and decided to stay and have a look.,君の噂が伝わったから、今まで残るようにした
avg_npc_025_1,Patriot,我，不值得。这样很危险。,"I'm, not worth it. It's dangerous.",自分ごときに、もったいないですよ。危険すぎます
char_188_helage_1,Hellagur,只是想看看我仅剩的几位同袍之一过的怎么样。,I'm only curious to see how my remaining comrades are doing. ,それでも数少ない昔なじみの様子が見たかった
avg_npc_025_1,Patriot,这不算，没有勾连。,"It's not related to me, I didn't do it.",ならば自分も、絆されません
char_188_helage_1,Hellagur,呵......,Huh...,ふむ……
avg_npc_025_1,Patriot,......我会查清，是谁做的。诊所的事，不平常。,"... I'll find out, who did it. What happened, at the clinic was unusual.",……誰の仕業か、調べて明かします。クリニックの被害は、妙なのです
char_188_helage_1,Hellagur,不必。不如说，既然有你在，这件事是整合运动主导的可能性越发减小了。,"No need. Rather, with you in the picture, it is less likely the Reunion Movement doing.",いや、もういい。ちょうど君がいる以上、クリニックの件がレユニオンが元凶だったという筋はそう通らない
avg_npc_025_1,Patriot,我不清楚。整合运动，有些散乱。我们间有隔阂。,"I'm not so sure. The Reunion Movement, is a little disorganized. There are gaps between us.",
avg_npc_025_1,Patriot,不过将军。你可以，和整合运动一同。,"But general. You can, join the Reunion Movement.",
avg_npc_025_1,Patriot,乌萨斯，要被解放。感染者和普通人，会平等相处。,"Ursus, will be liberated. The infected and common folk, will get along equally.",
char_188_helage_1,Hellagur,......,...,
char_188_helage_1,Hellagur,看这里。看，我左手边，那栋被源石刺穿的建筑。,Look over there. See where my left hand side is? Do you see that building pierced by Originium?,
avg_npc_025_1,Patriot,看得见。,I do.,
char_188_helage_1,Hellagur,这里曾经是座商场，周围三个街区的市民都依赖着它的商品生活。,"It used to be a mall, and the citizens who lived three blocks around it relied on its wares.",
avg_npc_025_1,Patriot,天灾，摧毁了切尔诺伯格。毁掉要塞，也毁掉城市。我不同意做法，但这很必要。无奈。,"Natural disaster, destroyed Chernobog. It destroyed fortresses, and the city as well. I don't agree with the method, but it was necessary. I'm helpless to say.",
char_188_helage_1,Hellagur,曾几何时，彩灯的一端系在它钟塔的顶部，另一端悬挂在十字路口的围栏上，每一颗闪烁着的灯泡都沾满了温暖的光芒。,"There was a time when colored lamps was tied to the top of its bell tower on one end and the other hung from the fence at the crossroads, each flickering bulb was warm with light.",
avg_npc_025_1,Patriot,感染者，并没有，享受的权利。,"The Infected, don't have, the same rights.",
char_188_helage_1,Hellagur,你们想让灯泡发光，而我只想再建一座商场。这是我们间的区别。,"You want light bulbs that shines light, and I just want to build another mall. That's the difference between us.",
avg_npc_025_1,Patriot,——以前，您绝不会，像这样妥协。,——Past you would never compromise like this.,
char_188_helage_1,Hellagur,也许吧。罗德岛未必是个前途光明的地方，但这片土地，我一样没什么感情。,"Maybe. Rhodes Island may not be a promosing place, but I also have no feelings for this land. ",
avg_npc_025_1,Patriot,您只是，不想与祖国作战，将军。,"You just, don't want to fight against your country, general.",
avg_npc_025_1,Patriot,看看这座城市，看看感染者，看看被丢进源石矿场，等死的人。,"Look at this city, look at the infected, and look at the people who have been thrown into the Originium mines, waiting to die.",
avg_npc_025_1,Patriot,而您，您从不是，害怕厮杀的人。,"And you, you've never been one to fear a fight.",
char_188_helage_1,Hellagur,对。一旦乌萨斯对我们动武，我们就会还击。,"That's right. If Ursus attacked us, we fight back.",
char_188_helage_1,Hellagur,但整合运动的行为与我的还击并不相同。看看脚下这座城市吧——整合运动在发动战争。,But the way the Reunion Movement fought back is not the same as me. Look at this city you're standing on——The Reunion Movement is waging war.,
char_188_helage_1,Hellagur,一场战争会导致多少人丧生？一场内战会导致多少乌萨斯人丧生？,How many people would die in a war? How many Ursus would be killed in a civil war?,
char_188_helage_1,Hellagur,乌萨斯人啃食乌萨斯人，乌萨斯人屠杀乌萨斯人，乌萨斯人毁灭乌萨斯人。,"Ursus eating one another, Ursus slaughtering one another, Usus destroying one another.",
avg_npc_025_1,Patriot,将军。,General.,
char_188_helage_1,Hellagur,——,——,
avg_npc_025_1,Patriot,如果乌萨斯，还把感染者，当作乌萨斯人？,"What if Ursus, treated the infected, as a part of Ursus?",
avg_npc_025_1,Patriot,那就，不会有战争。,"Then, there would be no war.",
-----,-----,-----,-----,-----
char_1002_nsabr_1,Reunion Movement Member,打扰两位。,Excuse me.,
avg_npc_025_1,Patriot,什么事？,What's the matter?,
char_1002_nsabr_1,Reunion Movement Member,报告。领袖刚刚发出了公告，宣告我们已经彻底攻陷了切尔诺伯格，并向所有已知通讯频道进行了发报。,Reporting! Leader has just issued an announcement that we have completely captured Chernobog and sent a message to all known communication channels. ,
char_1002_nsabr_1,Reunion Movement Member,现在，领袖需要确认各大队的状况。,The leader wishes to confirm each brigade status now.,
avg_npc_025_1,Patriot,好。现在就去。,Very well. Now go.,
avg_npc_025_1,Patriot,抱歉，将军，请稍等。,"Sorry, general. Just a moment.",
char_188_helage_1,Hellagur,——,——,
char_188_helage_1,Hellagur,整合运动真的知道它们在做什么吗？,Does the Reunion Movement really know what they are doing?,
char_1002_nsabr_1,Reunion Movement Member,......,...,
char_1002_nsabr_1,Reunion Movement Member,老头，你想我怎么回答你？,"What do you want me to say, old man?",
char_1002_nsabr_1,Reunion Movement Member,哦，可能你其实没在问我吧。但我倒是要说，反正我们会跟着指挥官走。,"Oh, maybe you're not asking me an actual question. But I'll answer, we'll follow the commander all the way.",
char_1002_nsabr_1,Reunion Movement Member,不管指挥官做什么，我们都相信他。,"Whatever the commander does, we trust him.",
char_1002_nsabr_1,Reunion Movement Member,如果做的对，他会扛住；如果做错了，他肯定会改。,,
char_1002_nsabr_1,Reunion Movement Member,我们相信塔露拉，也相信指挥官。我们在为感染者而战，明白吗。,"We trust Talulah, and we trust the commander. We're fighting for the infected, do you understand now?",
-----,-----,-----,-----,-----
char_188_helage_1,Hellagur,......,...,
-----,-----,-----,-----,-----
avg_npc_025_1,Patriot,将军。,General.,
char_188_helage_1,Hellagur,整合运动取得了胜利，我却没能从你的语气里听出喜悦之情。,,
avg_npc_025_1,Patriot,我应该吗？喜悦......,Should I? Joy...,
avg_npc_025_1,Patriot,如果，乌萨斯愿意，任何城市，都会被铲平。,"Any city, if Ursus chooses, will be bulldozed.",
avg_npc_025_1,Patriot,稳固成果，才是最困难的。这场战斗，我很疑惑，乌萨斯的反应。,"The hardest thing is to secure results. This war, I wonder, how Ursus will react.",
char_188_helage_1,Hellagur,战争已经开始，想反悔也没可能回头。,The war has begun. There is no turning back.,
avg_npc_025_1,Patriot,也许，我很蠢。,Maybe I'm foolish.,
avg_npc_025_1,Patriot,但现在，什么都不做，感染者的镣铐，会更沉重。,"But if I do nothing now, the shackles of the infected will only become heavier.",
avg_npc_025_1,Patriot,一旦失去，斗争的意识，就走向毁灭。,"If one loses the will to fight, then ruin awaits them.",
char_188_helage_1,Hellagur,所以你其实很清楚现状，也知道自己在做什么。,So you know exactly where you are heading and what you're doing.,
avg_npc_025_1,Patriot,是。我们，为生存而战。,"Indeed. We, fight for survival.",
char_188_helage_1,Hellagur,那么我也没剩下什么问题好问了。,Then I don't have any more questions.,
char_1002_nsabr_1,Reunion Movement Member,报告！,Reporting!,
avg_npc_025_1,Patriot,下城区第三区，灾况报告？,"Downstreet District 3,  is there a disaster report?",
char_1002_nsabr_1,Reunion Movement Member,是！,Yes!,
avg_npc_025_1,Patriot,不用细致报告。救下所有平民，危险区域，保护自己，不要逞强。,No need for detailed reports. Save all the civilians. It's a danger zone. Protect yourself. Pull out if you can't handle it.,
avg_npc_025_1,Patriot,带上术师。用无人机去找。不要担心损耗。,Bring along the casters. Use the drones to search. Don't worry about the cost.,
avg_npc_025_1,Reunion Movement Member,明白！,Understood!,
avg_npc_025_1,Patriot,对了......,Right...,
avg_npc_025_1,Patriot,您是准备，去哪里？,"Where are you planning, to go?",
char_188_helage_1,Hellagur,罗德岛。,Rhodes Island.,
-----,-----,-----,-----,-----
char_013_riop,Guard Operator,......？！,...?!,
-----,-----,-----,-----,-----
avg_npc_025_1,Patriot,啊，我知道，罗德岛。,"Ah, I know, about Rhodes Island.",
avg_npc_025_1,Patriot,只是，整合运动刚刚，袭击了罗德岛。,It's just that the Reunion Movement attacked Rhodes Island.,
-----,-----,-----,-----,-----
char_013_riop,Guard Operator,可恶......,Damn...,
char_013_riop,Guard Operator,阿米娅和杜宾教官她们，也不知道怎么样了......,"Amiya and Instructor Doberman, I wonder how they are now...",
char_013_riop,Guard Operator,该怎么办，我现在该怎么办......？,"What should I do, what should I do now... ?",
-----,-----,-----,-----,-----
char_188_helage_1,Hellagur,——挑这种时候进入切尔诺伯格，罗德岛会被所有人当成敌人。,"——Entering Chernobog at such a time, Rhodes Island will be regarded by all as the enemy.",
char_188_helage_1,Hellagur,他们为什么要这么做？,Why would they do that?,
avg_npc_025_1,Patriot,不论。只是我，没能阻止冲突。,"It doesn't matter anymore. I, failed to stop the conflict.",
avg_npc_025_1,Patriot,刚刚有位战士，孤身对抗，萨卡兹佣兵。,"There was a soldier just now, who fought against the Sarkaz mercenaries all by himself.",
avg_npc_025_1,Patriot,意外，这位罗德岛人，也是个萨卡兹。,"Surprisingly, that Rhodes Island soldier was also a Sarkaz.",
-----,-----,-----,-----,-----
char_188_helage_1,Hellagur,同类相残......和整合运动的所作所为没什么区别。,To kill one own same kind... No difference from what the Reunion Movement are doing.,
avg_npc_025_1,Patriot,民众，被乌萨斯欺骗，不将我们，看作同胞。,"The people, were deceived by Ursus, they did not regard us as fellow citizens.",
-----,-----,-----,-----,-----
char_013_riop,Guard Operator,什么？萨卡兹......罗德岛的萨卡兹？,What? Sarkaz... a Rhodes Island's Sarkaz?,
-----,-----,-----,-----,-----
avg_npc_025_1,Patriot,但佣兵们，为战斗而战斗。罗德岛的战士，有战斗的理由。,"But the mercenaries, fight for the sake of fighting. That Rhodes Island soldier, had a reason to fight.",
avg_npc_025_1,Patriot,他战败了。但他依然，射杀无数精锐。佣兵的新领头人，气急败坏。,"He was defeated. But still, he shot down many elite merceneries. The new mercenary leader is furious.",
avg_npc_025_1,Patriot,而且，他把敌人，诱离身后废墟。,"Moreover, he lured the enemy away from the ruins behind him.",
char_013_riop,Guard Operator,？！,?!,
-----,-----,-----,-----,-----
avg_npc_025_1,Patriot,他想藏住什么，他做到了。,"He sought to hide something, and he did.",
avg_npc_025_1,Patriot,灰烬里，剩下这件遗物。请转交他们。,"In the ashes, only this momento remained. Please give it to them.",
avg_npc_025_1,Patriot,真正的战士......没有姓名。,True soldiers... have no names.,
char_188_helage_1,Hellagur,我会的。,I will.,
-----,-----,-----,-----,-----
char_013_riop,Guard Operator,萨卡兹......难道Scout先生为了保护我......？,Sarkaz...Could it be that Mr.Scout... to protect me?,
-----,-----,-----,-----,-----
char_188_helage_1,Hellagur,真正的战士......,True soldiers...,
char_188_helage_1,Hellagur,对了。你以前也说过。,Indeed. You said something before.,
avg_npc_025_1,Patriot,您说。,Did I?,
char_188_helage_1,Hellagur,二十多年前，你说过你想与我比试一次。,"More than twenty years ago, you said you wanted to have a shot at me.",
avg_npc_025_1,Patriot,现在？不。,Now? I don't think so.,
avg_npc_025_1,Patriot,我的铠甲，您砍不穿。不公平。,"You cannot cut, through my armor. It's not a fair fight.",
char_188_helage_1,Hellagur,这副铠甲已经相当破旧了。它的性能远不及军队不断维护它的时候。,Your suit of armor is quite worn out. Its performance is far less than when the military constantly maintained it.,
avg_npc_025_1,Patriot,铠甲，乌萨斯的。我，帝国的背叛者。它只会越来越破。,"Armor, belongs to Ursus. I, am a traitor of the Empire. My armor will only worsen over time.",
char_188_helage_1,Hellagur,正因如此，你才会有那个代号。你在它错误的时候站起来反对它。,That's the reason why you got that code name. You stood up against it when it's wrong.,
avg_npc_025_1,Patriot,我不敢这么说，将军。我不以此自称。,"I don't dare to say that, general. I don't call myself that.",
char_188_helage_1,Hellagur,“爱国者”，乌萨斯的战争是否理所应当？,"""Patriot"", was Ursus's war ever justified?",
avg_npc_025_1,Patriot,自然。我们的战争，是正义的。否则，无数牺牲，失去意义。,"Of course. Our war, is just. Otherwise, all those countless sacrifices, would be meaningless.",
avg_npc_025_1,Patriot,将军。真正的答案，我们都知道。,"General. We all know, the real answer.",
char_188_helage_1,Hellagur,——,——,
avg_npc_025_1,Patriot,但，他们不能白死。他们的死，必须有意义。,"But, they cannot die in vain. Their death, must have meaning.",
char_188_helage_1,Hellagur,可你已经站了出来，你在反对乌萨斯。,But you stood up against Ursus.,
avg_npc_025_1,Patriot,我反对的，是帝国。不是土地，不是人民，不是乌萨斯本身。,"I'm against, the Empire. Not its lands, its people nor Ursus itself.",
avg_npc_025_1,Patriot,如果是医学大臣，造成现状，他就是敌人。,"If the medical minister, created the current situation, then he is the enemy.",
avg_npc_025_1,Patriot,如果是议会谋划，我们就推翻议会。,"If the parliament, has planned this, we shall overthrow them.",
avg_npc_025_1,Patriot,如果是军队，制造对立，就毁掉军队。,"If the army, created opposition, then we shall destroy them.",
avg_npc_025_1,Patriot,塔露拉有远大目标。我的目标，更阶段性，但更明确。,"Talulah has big ambitions. My goal, is in phases, but clear.",
avg_npc_025_1,Patriot,过去的乌萨斯，战争是正义的；现在的感染者，战争是正义的。,"The Ursus of the past, war is just; Now the infected, war is just.",
avg_npc_025_1,Patriot,我为正义而战。正义，永远属于乌萨斯。,"I fight for justice. Justice, belongs to Ursus forever.",
-----,-----,-----,-----,-----
char_1002_nsabr_1,Reunion Movement Member,报告！抓获了一批在起义过程中有漠视纪律行为的整合运动成员，这是名单！,"Reporting! We captured a group of Reunion Movement members who disregarded discipline during the uprising, here is the list!",
char_1002_nsabr_1,Reunion Movement Member,主要发起人里，基本没有第二、第三和第六大队的成员！,"Among the list, there are no members from the second, third and sixth team!",
avg_npc_025_1,Patriot,这只是小部分。,This is only a small portion.,
char_1002_nsabr_1,Reunion Movement Member,这个，关于具体的实施人，其实我们......很难调查。,"Well, for the specific discipline breakers, we actually... have a hard time investigating who actually did it.",
char_1002_nsabr_1,Reunion Movement Member,很多同胞对切尔诺伯格人咬牙切齿，他们不可能通报......,"Many of their compatriots gnashed their teeth at Chernobog people, they will not possibly report...",
avg_npc_025_1,Patriot,违纪，对平民下手？,"Breaking discipline, by attacking innocent civilians?",
char_1002_nsabr_1,Reunion Movement Member,......,...,
char_1002_nsabr_1,Reunion Movement Member,可这些切尔诺伯格人那么冷酷，这是他们罪有应得！,"But those Chernobog people were so cruel, they deserved it!",
char_1002_nsabr_1,Reunion Movement Member,如果不是他们，很多感染者也不会落到今天，指挥官！求你......,"If it weren't for them, many of the infected wouldn't had suffered as much as they did these past few years! Commander! I beg you...",
avg_npc_025_1,Patriot,对平民下手？,So you attacked the innocent civilians?,
char_1002_nsabr_1,Reunion Movement Member,......,...,
avg_npc_025_1,Patriot,传令。,Heed my command.,
avg_npc_025_1,Patriot,吊死，主要人员。让我的士兵，动手。,"Hang, the guilty parties. Let my soldiers, do it.",
avg_npc_025_1,Patriot,警告，梅菲斯特，弑君者。,"Warn, Mephisto, Crownslayer.",
char_1002_nsabr_1,Reunion Movement Member,......是。,... Understood.,
avg_npc_025_1,Patriot,......剩下的，记过。,"... The rest, given demerit.",
char_1002_nsabr_1,Reunion Movement Member,记，记过吗？,D-demerit?,
avg_npc_025_1,Patriot,再犯，处死。把这些也，通知领袖。,"If you break discipline again, then the punishment is death. Inform your leaders of this as well.",
char_1002_nsabr_1,Reunion Movement Member,啊，明白！,"Oh, understood!",
-----,-----,-----,-----,-----
avg_npc_025_1,Patriot,仇恨，太深重了。,"Hatred, seeds too deep in the hearts of men.",
avg_npc_025_1,Patriot,再不战斗，仇恨会遮住，乌萨斯所有眼睛。,"If we don't fight once more, hatred will blind, all of Ursus eyes.",
char_188_helage_1,Hellagur,整合运动比我想的要散漫......你对军纪的要求比乌萨斯大多数队伍都高。,The Reunion Movement is more disorganized than I thought... You have a high discipline requirements than most of Ursus army.,
avg_npc_025_1,Patriot,绝大多数，都不是士兵，缺乏训练。必须整顿。有纪律，才配攻坚。,"Most of them, are not soldiers, lacking in training. They must be rectified of it. Discipline, is the key to success.",
char_188_helage_1,Hellagur,对立继续加剧，任何一方都不会再有申诉的机会了。也许你是对的。乌萨斯需要一次警醒。,Antagonistic elements continues to grow and there is no longer any chance for either side to appeal. Maybe you're right. Ursus does need a wake-up call.,
