Character,Name,Latest,English,Japanese
char_003_kalts_1,Kal'tsit,我没有责怪你的意思。没有你的努力，罗德岛连启动都做不到。,I don't mean to blame you. Rhodes Island couldn't even get started without your efforts.,
char_003_kalts_1,Kal'tsit,但我还是要打消你那些奇奇怪怪的想法......你叫我来究竟是为了什么？,But I'd like to dispel your weird ideas... What on earth did you call me here for?,
char_007_closre_1#4,Closure,哎呀，就是叫叫你。,"Oh, I just felt like it.",
char_003_kalts_1,Kal'tsit,我回实验室了。,I'm going back to the lab.,
char_007_closre_1#6,Closure,别走呀！哎其实......三区有两条走廊断电了。,,
char_007_closre_1#6,Closure,一起去看看线路嘛，行不行嘛！,,
char_003_kalts_1,Kal'tsit,叫工程干员去不就行了。又是供能线路出了问题？,Just call the engineering staff. Is there a problem with the power line again?,
char_007_closre_1#4,Closure,我们亲自去看看也没什么问题呀。,I don't think there's an issue if we go and see for ourselves.,
char_003_kalts_1,Kal'tsit,平常我让你检查的时候，你可都是交给其他干员去做的。,,
char_007_closre_1#5,Closure,身为罗德岛总工程师的责任感在这一刻又一次觉醒了！我们去吧！,My sense of responsibility as chief engineer of Rhodes Island has awakened once again at this moment! Let's go!,
char_007_closre_1,Closure,快走吧，路我比你熟......,"Come on, I know the way better than you...",
char_007_closre_1,Closure,唉？,Huh?,
char_304_hvrain,Downpour,......,...,
char_007_closre_1,Closure,......,...,
char_007_closre_1,Closure,唉？！,Huh?!,
char_003_kalts_1,Kal'tsit,这位是暴雨。,This is Hvrain.,
char_007_closre_1#4,Closure,呃，暴雨？,"Oh, Hvrain?",
char_304_hvrain,Downpour,您好，可露希尔小姐。,"Nice to meet you, Miss Closure.",
char_007_closre_1#5,Closure,好乖的孩子！凯尔希，你看看你看看，这些孩子，个个都比你讨人喜欢！,,
char_003_kalts_1,Kal'tsit,哼。,Hmph!,
char_003_kalts_1,Kal'tsit,暴雨，给我看一下记录仪。,,
char_304_hvrain,Downpour,是......左臂的，这个吗？,,
char_003_kalts_1,Kal'tsit,嗯。小心点，别碰掉针头。,,
char_304_hvrain,Downpour,好......,,
char_003_kalts_1,Kal'tsit,......数字正常。嗯，血红蛋白也回升了。你恢复的不错。,,
char_304_hvrain,Downpour,谢谢凯尔希医生。,,
char_003_kalts_1,Kal'tsit,不要谢我，这只是我的职责，是我该做的事。别为了别人的职责去感谢他。,,
char_003_kalts_1,Kal'tsit,暴雨。还记得回去的路吗？,"Hvrain, do you remember the way back?",
char_304_hvrain,Downpour,我记得。,I do.,
char_003_kalts_1,Kal'tsit,那你就自己先回去吧。我和可露希尔还有些事要处理。,Then you can go back first. Closure and I have some work to do.,
char_304_hvrain,Downpour,但护卫的事情，我走了，凯尔希医生不要紧吗？,"But what about guarding you, if I'm gone. Will Dr. Kalt'sit be alright?",
char_003_kalts_1,Kal'tsit,也许你会错意了，暴雨。,,
char_003_kalts_1,Kal'tsit,刚才让你跟着我，是想让你熟悉一下舰内的环境。以后你可能要常来这里。,,
char_003_kalts_1,Kal'tsit,我不需要护卫。,,
char_304_hvrain,Downpour,是。,Understood.,
char_304_hvrain,Downpour,那么我就告辞了。再见，可露希尔小姐。,"Then I'll be off. Goodbye, Miss Closure.",
char_007_closre_1#4,Closure,啊，再见。,"Oh, goodbye.",
-----,-----,-----,-----,-----
char_007_closre_1,Closure,......,...,
char_007_closre_1#4,Closure,听见没凯尔希，她叫我小姐欸！啊，多好的孩子......,"You hear that Kalt'sit? She called me Miss! Oh, what a nice child...",
char_007_closre_1#4,Closure,哎，她好像很想帮上你的忙，你就这么让她回去了吗？,*Sigh* She seems to want to help you. Are you going to just let her leave?,
char_003_kalts_1,Kal'tsit,每个干员都需要找到自己的职责，我也一样。让她在她无法施展的地方浪费时间，只是我的失职。,"Every operator needs to find his or her own responsibilities, and so do I. It was my fault to let her waste her time where she could not use her talents.",
char_007_closre_1,Closure,别老说些没人情味的话。,Don't keep saying such unfriendly words.,
char_003_kalts_1,Kal'tsit,暴雨曾经是萨尔贡的军事人员。,Hvrain was once Sargon's military personnel.,
char_003_kalts_1,Kal'tsit,在架设人际关系之前，首先该让她明确自己的位置，融入罗德岛，既需要肯定和包容，也需要她先建立起足够的自我认知。,"Before establishing interpersonal relationship, it is necessary for her to understand her own position and integrate into Rhodes Island, which requires not only affirmation and tolerance, but also buildng her character to have sufficient self-recognition.",
char_007_closre_1,Closure,行了行了，你讲这些我头疼......,"Alright, alright, I have a headache when you explain like this...",
char_007_closre_1,Closure,反正又是你捡回来的咯？,"Anyway, you collected someone again?",
-----,-----,-----,-----,-----
char_007_closre_1#4,Closure,凯尔希，有时候我在想，你该不会有捡人的天赋吧。,"Kalt'sit, now that I think about it, don't you have a talent of collecting people?",
char_007_closre_1#4,Closure,这已经是第几个了？,What number is she?,
char_003_kalts_1,Kal'tsit,这是“感染者人才收容与发掘程序”的环节之一。,"""Collecting talents and developing the infected abilities"" is one of the important links for our plan.",
char_007_closre_1,Closure,等等......上个月你连续七十二个小时呆在手术台旁边，那次的手术对象，是不是她？,,
char_003_kalts_1,Kal'tsit,确实是。,,
char_007_closre_1,Closure,手术小组至少轮了八、九班......你却又三天没睡？,,
char_003_kalts_1,Kal'tsit,至少她恢复得很快。,,
char_007_closre_1,Closure,告诉我，凯尔希，你是不是又给自己上试剂了？,,
char_003_kalts_1,Kal'tsit,我拒绝回答这个问题。,,
char_007_closre_1,Closure,我不问，你就永远不会说了，是不是？,,
char_003_kalts_1,Kal'tsit,有什么说的必要？,What is there to say?,
char_007_closre_1,Closure,你对自己太粗暴了。,,
char_003_kalts_1,Kal'tsit,我承受得住。,,
-----,-----,-----,-----,-----
char_007_closre_1#6,Closure,好黑！,It's pitch dark!,
char_007_closre_1#6,Closure,要不要启用备用电源？,Do you want me to turn on the backup power?,
char_003_kalts_1,Kal'tsit,你看不见？,You can't see?,
char_007_closre_1#4,Closure,可不要小看血魔，我当然能看见啦。,,
char_003_kalts_1,Kal'tsit,我也能。,I can see as well.,
char_007_closre_1,Closure,那，走吧。,"Then, let's go.",
char_007_closre_1,Closure,说是这么说，我是不是踩到了什么？,,
char_007_closre_1#6,Closure,哎呀，这，这什么东西！,,
char_003_kalts_1,Kal'tsit,用不着大惊小怪......,,
char_007_closre_1#5,Closure,哦......怎么是扭蛋机？怎么放在这种地方！,Oh... A capsule toy machine? Who would put such a thing here!,
char_007_closre_1#5,Closure,嗯？毛茸茸特别收集款？有二十四种不同的毛茸茸和......天呐，隐藏款，天呐！,,
char_003_kalts_1,Kal'tsit,可·露·希·尔！,C.l.o.s.u.r.e!,
,Closure,在黑暗的管道里搞工程，感觉是好久以前的事了，好怀念啊。,It feels like a long time ago to work in a dark pipe. I feel nostalgic.,
,Closure,那个时候，罗德岛还没这么大呢。,Rhodes Island wasn't that big at the time.,
,Closure,扳手递我一下！,Pass me the spanner!,
,Closure,啊，Mon3tr，谢谢你！,"Ah, Mon3tr, thank you!",
,Closure,唔......,Hmm...,
,Kal'tsit,怎么了？,What's the matter?,
,Closure,我好像够不到。要么凯尔希，你来抬一下？我修一下线路。,,
,Kal'tsit,好。,Okay.,
,Closure,嘿咻......这个区域已经彻底断电了，可以开始排查了。,Phew... This area has been completely cut off. We can start the inspection.,
,Closure,凯尔希，我说，你觉得去切城营救博士是个错误的选择吗？,"Kalt'sit, I'm thinking, do you think it was a bad choice to go into Cherno and rescue Doctor?",
,Kal'tsit,选择在那种时候进入切城是不明智的。,It is unwise to choose to enter Cherno at that time.,
,Closure,那......,Then...,
,Kal'tsit,阿米娅非常坚定地做出了选择，没人能说服她。何况，你很清楚精英干员们的倾向。,,
,Closure,明明只是因为你投了弃权票。,But you obviously abstained.,
,Closure,难道说，这是你对阿米娅的一次考验？,Could it be that this is one of your test for Amiya?,
,Kal'tsit,考验？不，这不是考验。或者说，即使这是次考验，考官也不是我，而是她面对的困境。,"Test? No, this is not a test. Or, even if this is a test, the examiner is not me, but her dilemma.",
,Kal'tsit,既然这是她发自内心的选择，那么，我只会支持她......却也不能倾尽所能，让她觉得万事都会顺利。,"Since this is her choice from the bottom of her heart, I will only support her... But I can't do everything I can to make her feel that everything will go well.",
,Kal'tsit,这毕竟是她自己的选择。,"It's her choice, after all.",
,Closure,说得好听，这么搞，善后的不还是你？你不累啊......,"Nice words coming from you, you're still handling the aftermath. Aren't you tired...",
,Kal'tsit,没有人从一开始就能把事情做好，可露希尔。我也不能。,"No one ever gets it right in the first place, Closure. Neither can I.",
,Kal'tsit,至少我们走过了午夜，剩下需要做的，不过是活到太阳升起。,At least we're past midnight. All we have to do is live until the sun rises up.,
,Kal'tsit,以及，你头上第二根电线要掉下来了。,"Also, the second power line is going to fall on your head.",
,Closure,哎哎哎！拿稳了！要是三枢供电线掉下来，你我一块完蛋！,"Hey, hey! Steady! If the triple pivot power line falls, you and I are dead together!",
,Closure,唔，等下，我排下线。,"Well, wait a minute. I'll sort the line.",
,Kal'tsit,你就这么把两整组线塞在排座后面？,You just stick two whole sets of lines behind the row?,
,Closure,安静！要用心，用心去感受电流的自然与平和。,"Be quiet! Focus, focus, use the heart and feel the natural and peace of the current.",
,Kal'tsit,建议你自己咀嚼一下自己刚才说了什么。,I suggest you chew on what you just said.,
,Closure,可是啊，凯尔希......欸，好了，你试试开关。,"But Kalt'sit... Nevermind, it's done, try switching on.",
,Closure,我说，凯尔希，不管你刚才在打什么哑谜，你要走夜路，怎么都得要点光吧？,"I'm telling you, Kalt'sit, whatever charades you've been playing, you still need a light if you're walking at night, you know?",
,Kal'tsit,我们不就正在这修灯泡吗？,Aren't we fixing the lightbulbs now?,
char_007_closre_1,Closure,啊，灯亮了。,"Oh, the light is on.",
char_003_kalts_1,Kal'tsit,可露希尔。,,
char_003_kalts_1,Kal'tsit,为什么你要在今天问这些？,,
char_007_closre_1#4,Closure,因为我不问，你就不会说啊。,,
char_007_closre_1#4,Closure,老是在肚子里憋着，想法会变质的。,,
char_003_kalts_1,Kal'tsit,所以我的答案对你来说可有可无？,,
char_007_closre_1#4,Closure,我觉得，你说的这些，对你自己可是非~~常重要！,,
char_007_closre_1#4,Closure,所以嘛，比起你说了什么，更要紧的是......我一定要亲耳听到你说了才行。,,
char_003_kalts_1,Kal'tsit,浪费时间。,,
char_003_kalts_1,Kal'tsit,下次说明白点，我会直接给你报告书。,,
char_007_closre_1,Closure,可那样你就不会来了呀。,,
char_003_kalts_1,Kal'tsit,谁说我不会来？,,
char_003_kalts_1,Kal'tsit,只要你真的还有灯泡可修。,,
char_007_closre_1,Closure,那就说好咯？,,
char_003_kalts_1,Kal'tsit,每次都是这样，莫名其妙就和你定了些奇怪的协议。,,
char_007_closre_1#4,Closure,这大概就是工程师的作用吧！,,
char_007_closre_1#4,Closure,凯尔希，你看，这颗灯泡！,,
char_003_kalts_1,Kal'tsit,你要说，真亮？,,
char_007_closre_1#4,Closure,嗯，真亮！,,
char_003_kalts_1,Kal'tsit,......,...,
char_003_kalts_1,Kal'tsit,你如果能一直保持这种态度，那我也安心了。,,
char_003_kalts_1,Kal'tsit,那样的话，即使我......,,
char_007_closre_1,Closure,哎！快住口。别说啦！,,
char_007_closre_1,Closure,别说别的......趁现在，就赶紧享受下这盏小灯吧。,,
char_003_kalts_1,Kal'tsit,......,...,
char_003_kalts_1,Kal'tsit,真是柔和的光芒。,,
-----,-----,-----,-----,-----
,,罗德岛,Rhodes Island,
,,话说，凯尔希，我等会能去看看博士吗？,"Say, Kalt'sit, can I see Doctor later?",
,,......第三宿舍区断电啦！和我一起去一下嘛。,... There's no electricity in dormitory 3! Please come with me.,
,,平常我让你检查的时候你可都是交给其他干员去做的。,"Usually when I ask you to check, you give your work to another staff.",
,,好乖的孩子！凯尔希，你看看你看看，这些孩子，各个都比你讨人喜欢！,"What a polite kid! Kalt'sit, look, these kids are much more likable than you!",
,,也许你会错意了，暴雨。刚才让你跟着我，是想让你熟悉一下舰内的环境。以后你可能要常来这里。,"Maybe you understood me wrong, Hvrain. I asked you to follow me just now to familiarize yourself with the ship's surroundings. You're going to be coming here often in the future.",
,,等等......上个月你连续七十二个小时呆在手术台旁边，是不是她？,Wait a minute... I remembered you spent 72 hours at the operating table last month. Is that her?,
,,确实是。至少她恢复得很快。,Yes. At least she recovered quickly.,
,,嚯......,Huh...,
,,你这点还是不好。我不问，你就永远不会说了，是不是？,"That's not good for your health. I won't ask about it, you won't answer me anyway, right?",
,,可不要小看血魔，当然能看见？,Don't underestimate a blood demon. Of course I can see?,
,,说是这么说，哎呀，这，这什么东西！,"Even saying so, Aiyah, what is t-this thing!",
,,嗯？毛茸茸特别收集款？有二十四种不同的毛茸茸和......天哪，隐藏款，天哪！,"Huh? Fluffy special collection? There are twenty four different kinds of furry and... Oh, my god! Hidden version! Oh, my god!",
,,我好像够不到。要么凯尔希，你来抬一下？我来修一下线路。,"I can't seem to reach it. Kalt'sit, can you lift it? I'll fix the wiring.",
,,阿米娅非常坚定地做出了选择，任何人都不能说服她。何况，你很清楚精英干员们的倾向。,"Amiya made her choice firmly, no one could dissuade her. Besides, you know what the elite operators were feeling.",
