Character,Name,Latest,English,Japanese
char_106_franka_1,Franka,难不成还会刚好偶遇出来闲逛的大恶人不成。,,
char_106_franka_1,Franka,我觉得杰西卡需要训练训练自己的自信心才对。,I think Jessica needs to train her confidence instead.,
char_107_liskam_1,Liskarm,看看这些黑钢的资料，杰西卡的各项数据都属于中等水准。,"Looking at the data from Black Steel, Jessica's numbers are middling.",
char_107_liskam_1,Liskarm,作为特派罗德岛的正式员工之一，杰西卡自然也有不小的压力。,"As one of the official operators in Rhodes Island, Jessica was certainly under pressure.",
char_107_liskam_1,Liskarm,虽然是和霜叶陨星她们一起的侦察任务，做好准备总不会有坏处。,"Although it was a reconnaissance mission with Frostleaf and the others, it never hurts to be prepared.",
char_106_franka_1,Franka,累垮了在战场上没力气了怎么办。,What if she is exhausted on the battlefield?,
char_107_liskam_1,Liskarm,......,...,
char_107_liskam_1,Liskarm,她担心自己成为他人的累赘，想要提高自己的作战能力，所以才来专门找了我。,"She was afraid of being a burden to others and wanted to improve her fighting ability, so she came to me.",
char_107_liskam_1,Liskarm,龙门的清扫任务结束后，我们还得回一趟黑钢本部，没有那么多时间可以陪杰西卡做训练了。,"After cleaning up Lungmen, we had to go back to Black Steel headquarters, so we didn't have much time to train with Jessica.",
char_107_liskam_1,Liskarm,关于手持铳械的使用，我尽量也想把我更多的经验分享给她，能多一点也好。,"I also tried to share more of my experience with her about the use of handguns, even if a little.",
char_106_franka_1,Franka,为了可爱的晚辈，真不错啊。 ,,
char_106_franka_1,Franka,我还以为你已经忘记了我们还得回黑钢一趟。,I thought you'd forgotten we had to go back to Black Steel.,
char_106_franka_1,Franka,这一趟回去不仅要上报龙门任务的情况，还得进行例行的检验。,"This trip is not only to report on our Lungmen mission, but also to conduct routine inspections.",
char_106_franka_1,Franka,你就完全不准备一下？不怕这次的考核评价降低了？,You're not gonna to prepare anything? Are you not afraid of a lower assessment?,
char_107_liskam_1,Liskarm,我早就准备好需要上报的资料了，我又不是回到罗德岛以后只在睡觉和闲逛。,I've already prepared the files. I'm not just sleeping and relaxing in Rhodes Island.,
char_106_franka_1,Franka,嘿~你怎么知道我回来只睡觉和闲逛了？,Hey ~ how did you know I came back to sleep and hang out?,
char_106_franka_1,Franka,雷蛇前辈真是个关照同事的人啊。,Liskarm-senpai sure is a real caregiver.,
char_107_liskam_1,Liskarm,至于考核，如果评价降了要调走的话，我是不是就不用跟你—,,
char_106_franka_1,Franka,看你陪杰西卡的这些练习，我猜充其量也只是一些加大训练量，积攒经验？,"With all the exercises you've been doing with Jessica, I'm guessing it's just a lot of hard work and experience at best?",
char_107_liskam_1,Liskarm,......,...,
char_106_franka_1,Franka,比起在这里一遍一遍一遍的原地苦练—,,
char_106_franka_1,Franka,既然是使用铳械的研讨会，为什么不去找那些亮闪闪的天使们？,"If it's a seminar on guns, why not look for that shinning Exusiai?",
char_106_franka_1,Franka,她们才是真正的铳械宗师吧。碰~嗙！杰西卡能从她们那里学个一招半式，怎么也比从你这里学的强多了吧。,They are the true masters of guns. Bang ~ bang! Jessica could learn a trick or two from them better than she could from you.,
char_107_liskam_1,Liskarm,问他们的话，无非就是【这有什么难的，就跟走路一样简单啊】 【全凭感觉不就可以做到了？】那么几句。,"If you ask them, they just reply, [""What's so hard about this? It's as easy as walking.""] or [Can't you do it just by feeling?]. Those were their replies.",
char_107_liskam_1,Liskarm,对使用起复数大型铳械都得心应手的天使们来说，这种轻型铳械简直就如同小孩子的玩具。,"For angels who are adept at using various guns, a handgun is a child's toy to them.",
char_107_liskam_1,Liskarm,拉特兰的铳械使用术过于先进和复杂。从中可得不到什么参考。,Laterano guns are too advanced and complex. There is little value to study them.,
char_106_franka_1,Franka,嘿，那可真是让人羡慕。,"Hey, that's really enviable.",
char_107_liskam_1,Liskarm,我们要掌握在瞬息万变的场合下的精细源石技艺控制，那可不是一般量的训练就能达到的。,"We need to master the fine Originium arts control in situations of rapid change, which no amount of ordinary training can easily be achieved.",
char_106_franka_1,Franka,为什么创建黑钢的老板们，非要让下面的人使用这种费力不讨好的武器。,,
char_106_franka_1,Franka,同样是远程作战，比起手弩操作难度高不说，弹药还贵，保养还麻烦。,"It is a long range combat weapon, which is more difficult to operate than a crossbow. Ammunition is also more expensive and difficult to maintain.",
char_107_liskam_1,Liskarm,黑钢选择手枪不是没有道理。,Black Steel's choice of pistol is not unreasonable.,
char_107_liskam_1,Liskarm,制式武器对公司来说降低了管理难度和人员变动的风险，筛选了庸才。,"Standard weapons make it easier for the company to manage the risk and staff changes, and they can also screen out mediocrity.",
char_107_liskam_1,Liskarm,在作战中不仅能保证了射速和效率，也确实比其他的远程武器易于携带和隐藏。,"In combat, it not only kept the rate of fire and efficiency, but also makes it easier to carry and hide than other long-range weapons.",
char_106_franka_1,Franka,好了好了好了我可不想再听你说这些了。,"Okay, okay, okay, I don't want to hear any more of this.",
char_106_franka_1,Franka,我算是清楚了，你们继续你们的， 没事的话我就回去了。,"I understand now, you continue yours, if there's nothing then I'll go back.",
char_106_franka_1,Franka,我会在心中为杰西卡加油打气的，在回黑钢总部之前，我需要更多的休息。,I'll be rooting for Jessica in my heart. I need more rest before I go back to Black Steel headquarters.,
char_107_liskam_1,Liskarm,我特意叫你来不是随便说说的，杰西卡也需要你的帮助。,I didn't asked you to come here just for a chat. Jessica needs your help too.,
char_107_liskam_1,Liskarm,我可没办法教她在战场前线一边进攻还能一边高速作战的诀窍。,I can't teach her how to attack with high speed and use Originium arts on the front line.,
char_106_franka_1,Franka,你教她带上一块大盾牌一边放电一边移动不行吗。,You could teach her to wield a big shield and fire and move.,
char_107_liskam_1,Liskarm,别贫了。 ,,
char_107_liskam_1,Liskarm,比起我的建议，你的经验肯定更能够帮助到杰西卡才对。,,
char_107_liskam_1,Liskarm,在作战前线来回移动，轻松突破敌人防御，还能长时间维持源石技艺强化武器。,,
char_107_liskam_1,Liskarm,在黑钢之中还有谁能在源石技艺的控制上比得过你。,,
char_106_franka_1,Franka,停停停，为什么你老是能自然的说出来这些话。,,
char_106_franka_1,Franka,我听着都要脸红了。,,
char_106_franka_1,Franka,呼，要教教杰西卡也不是不行。但是我并不知道怎么样做个老师。,"Whew, it's not impossible for me to teach Jessica. But I don't know how to be a teacher.",
char_106_franka_1,Franka,如果理解不了我说的，跟不上我的节奏的话，我可不会慢慢地手把手教。,,
char_107_liskam_1,Liskarm,那当然，杰西卡也是这么希望的。,"Of course, Jessica hopes so.",
,Franka,......你刚才给我的这份杰西卡考核资料，你有看过吗？,,
,Liskarm,怎么，我还没有看过。数据真的很糟糕吗？,,
,Liskarm,杰西卡明明那么努力了......,,
,Franka,你仔细看看这些，木头脑袋。,,
,Franka,虽然杰西卡没有任何一项数据在黑钢内能排进前列，但是比起综合数据来说，杰西卡可一点不比我们差多少啊。,,
,Franka,不管杰西卡自己多没有自信，这可不是一个差生的数据。,,
,Franka,长久的训练和坚持，可绝对不会辜负付出努力的人。,,
,Liskarm,这......我一点都没有发现这些。,,
,Franka,你啊，别把木头脑袋也教给了杰西卡就好了。,,
-----,-----,-----,-----,-----
,,三点钟20M，术师目标A。,"3 o'clock 20M, Caster target A.",
,,注意十点钟有敌方狙击人员。,Watch out for enemy snipers at ten o 'clock.,
,,罗德岛，射击训练室,"Shooting range, Rhodes Island",
,,从手臂连接到铳械内部，精确的感知子弹的推送情况，然后引爆铳芯开火。,"Your arm is connected to the inside of your handgun, sense exactly how the bullet is pushed, then detonating your handgun and firing.",
,,说起来轻松，但是需要细腻的进行源石技艺的持续输送。,"Easier said than done, however the need for fine Originium arts control and continuous delivery of energy.",
,,一旦出现了紊乱，就很可能造成射击失误甚至铳械的损坏。,"If you messed up, it is likely to cause shooting errors or damage to your handgun.",
,,为了可爱的晚辈，真不错啊。,"For the lovely juniors, that's nice of you.",
,,至于考核，如果评价降了要调走的话，我是不是就不用跟你————,"As for the assessment, if my assessment is lowered and I'm forced to be transfered, then that means I do not have to follow you————",
,,比起在这里一遍一遍一遍的原地苦练————,"Compared to training here again, again and again in the shooting range————",
,,为什么黑钢的创建人们，非要让下面的人使用这种费力不讨好的武器。,Why did the founders of Black Steel insist that the people below our rank should use this hard-to-use weapon?,
,,别贫了。前线的快速移动战，谁还有你更擅长的。,Don't push it on me. No one is better than you at the front-line of fast moving battle.,
,,重装干员的心得对杰西卡来说可远没有黑钢的精英战斗人员的心得来的有效啊。,The experience of Defender was far less effective for Jessica than the experience of Black Steel's elite fighters.,
,,......你这个人，总是能自然而然说出这样的话。,"...You, you're always the person who can always say such words naturally.",
,,如果理解不了我说的，跟不上我的节奏的话，我可不会慢慢的手把手教。,"If you can't understand what I'm saying, and can't keep up with my pace, I won't slow down and spoon feed.",
,,......杰西卡的这份资料，不是挺不得了的吗。,... Jessica's profile is pretty impressive.,
,,虽然没有任何一项数据在黑钢内能排到前排，但是数据综合甚至快要赶上黑钢的顶尖干员。,"Although none of her singular data ranks in the front row of Black Steel, her overall data is even close to catching up with Black Steel's top employees.",
,,这可不是一个差生的数据啊......,That's not a bad performance...,
